Batsman,Batsman_Name,Bowler,Bowler_Name,Commentary,Detail,Dismissed,Id,Isball,Isboundary,Iswicket,Over,Runs,Timestamp
60122,KL Rahul,3782,Shakib Al Hasan,"On middle, Rahul flicks it to mid-wicket for one more.",,,182,True,,,26.4,1,2019-07-02 11:23:59
3852,Rohit Sharma,3782,Shakib Al Hasan,"Shorter on middle, Rohit tucks it towards mid-wicket and looks for two. The fielder from mid on gets to the ball quickly so he has to be happy with single.",,,181,True,,,26.3,1,2019-07-02 11:23:34
60122,KL Rahul,3782,Shakib Al Hasan,"Floated on off, Rahul nudges it to cover and gets to the other end.",,,180,True,,,26.2,1,2019-07-02 11:23:10
3852,Rohit Sharma,3782,Shakib Al Hasan,"Spinning away from around off, Rohit eases it towards cover and gets to the other end.",,,179,True,,,26.1,1,2019-07-02 11:22:39
60122,KL Rahul,61831,Soumya Sarkar,"Short ball around the body, Rahul looks to pull but misses. Mushfiqur goes up in appeal but the umpire is unmoved. Review not taken by Mashrafe.",,,177,True,,,25.6,0,2019-07-02 11:21:09
60122,KL Rahul,61831,Soumya Sarkar,"On the pads, Rahul shuffles across and strokes it to mid-wicket.",,,176,True,,,25.5,0,2019-07-02 11:20:43
3852,Rohit Sharma,61831,Soumya Sarkar,"Good length delivery on middle, Rohit nudges it to the right of mid on and takes an easy run.",,,175,True,,,25.4,1,2019-07-02 11:20:08
3852,Rohit Sharma,61831,Soumya Sarkar,"Good length ball on off, Rohit easily pushes it to cover.",,,174,True,,,25.3,0,2019-07-02 11:19:35
60122,KL Rahul,61831,Soumya Sarkar,"Slightly fuller on middle, KL strokes it to long on and takes a single.",,,173,True,,,25.2,1,2019-07-02 11:18:52
60122,KL Rahul,61831,Soumya Sarkar,"Starts with a length ball on off, KL punches it to cover.",,,172,True,,,25.1,0,2019-07-02 11:18:36
60122,KL Rahul,4371,Rubel Hossain,The batsman has punched the ball off the back foot. They pick up a single.,,,170,True,,,24.6,1,2019-07-02 11:16:58
60122,KL Rahul,4371,Rubel Hossain,"Nicely played! This is outside off, Rahul plays it late, he guides it past point for two.",,,169,True,,,24.5,2,2019-07-02 11:16:12
60122,KL Rahul,4371,Rubel Hossain,"Good length and on off, this is whipped to mid on.",,,168,True,,,24.4,0,2019-07-02 11:15:45
60122,KL Rahul,4371,Rubel Hossain,"Extra bounce! Well played in the end! Shorter and on off, it takes off after pitching. Rahul does well to take one hand off the handle and defend it.",,,167,True,,,24.3,0,2019-07-02 11:15:07
3852,Rohit Sharma,4371,Rubel Hossain,"That has been crunched but just for one. Full and outside off, this is hit through covers for one.",,,166,True,,,24.2,1,2019-07-02 11:14:30
3852,Rohit Sharma,4371,Rubel Hossain,"Good length and on off, this is defended.",,,165,True,,,24.1,0,2019-07-02 11:13:58
3852,Rohit Sharma,63881,Mustafizur Rahman,"Outside off, Sharma opens the face of the bat and guides it down to third man for one.",,,164,True,,,23.6,1,2019-07-02 11:12:57
3852,Rohit Sharma,63881,Mustafizur Rahman,"Hit fine for two! This is shorter and on the body, Sharma pulls it towards fine leg for two.",,,163,True,,,23.5,2,2019-07-02 11:12:33
3852,Rohit Sharma,63881,Mustafizur Rahman,"Good length and on off, it is kept out.",,,162,True,,,23.4,0,2019-07-02 11:11:46
60122,KL Rahul,63881,Mustafizur Rahman,"Soft leading edge! This is angled into the batter, Rahul looks to work it on the leg side but closes the face of the bat, it goes off the leading edge to point for a run.",,,161,True,,,23.3,1,2019-07-02 11:11:33
3852,Rohit Sharma,63881,Mustafizur Rahman,"Goes back to bowling length on the pads, this is worked through square leg for one.",,,160,True,,,23.2,1,2019-07-02 11:10:29
3852,Rohit Sharma,63881,Mustafizur Rahman,"SIX! Beautiful, delightful! Probably the best shot of the game. 300th six of the World Cup. This is full and on off, Rohit extends his arms and just lofts it nonchalantly over the bowler's head for a biggie. Also, the 150 is up.",,,159,True,1,,23.1,6,2019-07-02 11:09:38
3852,Rohit Sharma,4371,Rubel Hossain,"A quick run to end another good over for India. Shorter on middle, Sharma works it to mid-wicket and gets to the other end.",,,157,True,,,22.6,1,2019-07-02 11:07:39
60122,KL Rahul,4371,Rubel Hossain,"This is on the pads, rahul guides it down to third man for one.",,,156,True,,,22.5,1,2019-07-02 11:06:47
60122,KL Rahul,4371,Rubel Hossain,"Back of a length on off, Rahul pushes it back to the bowler.",,,155,True,,,22.4,0,2019-07-02 11:06:15
3852,Rohit Sharma,4371,Rubel Hossain,Clever batting! Follows the boundary up with a single down to third man for one.,,,154,True,,,22.3,1,2019-07-02 11:05:41
3852,Rohit Sharma,4371,Rubel Hossain,"FOUR! No one there and another boundary! Not timed perfectly but Rohit gets the desired result. This is short and hurries onto the batsman. Rohit looks to pull it over mid-wicket but since he is a touch late in the shot, it goes over mid on for a boundary.",,,153,True,1,,22.2,4,2019-07-02 11:05:08
60122,KL Rahul,4371,Rubel Hossain,"Good length and on middle, this is worked towards fine leg for one.",,,152,True,,,22.1,1,2019-07-02 11:04:34
3852,Rohit Sharma,57952,Mosaddek Hossain,"FOUR! Rohit seems to have stepped on the gas here. A six earlier in the over and now a four. He steps down the track, makes it into a full toss and lofts it over the mid-wicket fielder for a boundary. 13 from the over.",,,151,True,1,,21.6,4,2019-07-02 11:02:55
3852,Rohit Sharma,57952,Mosaddek Hossain,"A yorker on middle, Rohit jams it back to the bowler.",,,150,True,,,21.5,0,2019-07-02 11:02:31
60122,KL Rahul,57952,Mosaddek Hossain,The batsman has driven it through mid on. One run added to the total.,,,149,True,,,21.4,1,2019-07-02 11:02:17
3852,Rohit Sharma,57952,Mosaddek Hossain,"Flatter and on middle, Rohit pushes it down to long on for one.",,,148,True,,,21.3,1,2019-07-02 11:01:39
3852,Rohit Sharma,57952,Mosaddek Hossain,"SIX! That is colossal! Right off the middle. Also, the risk was minimum as Rohit hit it with the turn. This is floated up on off, Rohit lofts it high and handsome over the long on fence.",,,147,True,1,,21.2,6,2019-07-02 11:01:14
60122,KL Rahul,57952,Mosaddek Hossain,Rahul makes room but Hossain slows it up and lands it on the stumps. Rahul gently pushes it through covers for one.,,,146,True,,,21.1,1,2019-07-02 11:00:39
60122,KL Rahul,4371,Rubel Hossain,"Good running! This is on a length and around off, Rahul drops it towards point. He wants a run but Rohit hesitates, in the end they go for it and make it.",,,145,True,,,20.6,1,2019-07-02 10:59:34
3852,Rohit Sharma,4371,Rubel Hossain,"This is around off, Rohit guides it towards backward point for one.",,,144,True,,,20.5,1,2019-07-02 10:58:53
3852,Rohit Sharma,4371,Rubel Hossain,"On the fuller side, Rohit pushes it to mid off.",,,143,True,,,20.4,0,2019-07-02 10:58:24
3852,Rohit Sharma,4371,Rubel Hossain,"In the air but no one there! Short and outside off, Rohit looks to drag his pull over mid-wicket. The ball takes the top edge, clears the mid-wicket fielder who runs back and manages to push the ball back in. Two taken.",,,142,True,,,20.3,2,2019-07-02 10:57:46
3852,Rohit Sharma,4371,Rubel Hossain,"Good length and on off, Rohit guides it to point.",,,141,True,,,20.2,0,2019-07-02 10:57:09
3852,Rohit Sharma,4371,Rubel Hossain,Loose stroke! This is outside off and on a length. Rohit hangs his bat out but gets beaten.,,,140,True,,,20.1,0,2019-07-02 10:56:36
60122,KL Rahul,57952,Mosaddek Hossain,"Leading edge but short! On middle, Rahul looks to work it on the leg side but closes the face of the bat early, he gets a leading edge which lands short of the bowler.",,,139,True,,,19.6,0,2019-07-02 10:55:17
3852,Rohit Sharma,57952,Mosaddek Hossain,"Very full and on the leg stump, Rohit swings but it goes off the inner half through square leg for one. 500 runs for Rohit in this World Cup. Only the second Indian to do so after Sachin Tendulkar.",,,138,True,,,19.5,1,2019-07-02 10:54:50
60122,KL Rahul,57952,Mosaddek Hossain,"Floats it up on off, Rahul comes down the track and also makes room and hits it through covers for one.",,,137,True,,,19.4,1,2019-07-02 10:54:36
3852,Rohit Sharma,57952,Mosaddek Hossain,"On the stumps, this is hit down to long on for one.",,,136,True,,,19.3,1,2019-07-02 10:54:16
60122,KL Rahul,57952,Mosaddek Hossain,Another single as Rahul works it through mid-wicket with the turn.,,,135,True,,,19.2,1,2019-07-02 10:53:52
3852,Rohit Sharma,57952,Mosaddek Hossain,"Shorter and down the leg side, Rohit pulls it to deep backward square leg for one.",,,134,True,,,19.1,1,2019-07-02 10:53:18
60122,KL Rahul,4371,Rubel Hossain,"FOUR! A boundary to start the over and one to end! Another top-class shot. Fuller and on off, Rahul leans into it and times it through covers. No stopping those. An expensive start by Rubel.",,,133,True,1,,18.6,4,2019-07-02 10:52:11
3852,Rohit Sharma,4371,Rubel Hossain,"Risky shot! This is on the pads, Sharma works it through mid-wicket for one. He hit that right off the stumps, he needed to get bat on ball there.",,,132,True,,,18.5,1,2019-07-02 10:51:37
60122,KL Rahul,4371,Rubel Hossain,"This is on the pads, this is worked through mid-wicket for one.",,,131,True,,,18.4,1,2019-07-02 10:51:00
60122,KL Rahul,4371,Rubel Hossain,"BEATEN! This is on a length and around off, this pitches and shapes away. Rahul looks to drive but is beaten by the away movement.",,,130,True,,,18.3,0,2019-07-02 10:50:16
60122,KL Rahul,4371,Rubel Hossain,"Misfield sees Rahul go to his half ton! Both the openers get a half ton now. Rahul though would be very eager to make this count. He hasn't got a big score yet. This is on the pads, it is worked towards mid-wicket where the fielder lets it through. Two taken.",,,129,True,,,18.2,2,2019-07-02 10:49:44
60122,KL Rahul,4371,Rubel Hossain,"FOUR! Straight as an arrow! Another bowler is greeted into the attack by a boundary. A half volley on off, Rohit hits it through mid on and the ball races away to the fence.",,,128,True,1,,18.1,4,2019-07-02 10:49:00
60122,KL Rahul,57952,Mosaddek Hossain,The batter uses his feet and strokes it down to long on for one.,,,126,True,,,17.6,1,2019-07-02 10:47:25
3852,Rohit Sharma,57952,Mosaddek Hossain,"On the pads, this is worked through mid-wicket for one.",,,125,True,,,17.5,1,2019-07-02 10:47:05
60122,KL Rahul,57952,Mosaddek Hossain,"Another sweep shot, this time it is by Rahul and straight towards deep square leg for one.",,,124,True,,,17.4,1,2019-07-02 10:46:45
3852,Rohit Sharma,57952,Mosaddek Hossain,"On the stumps, Rohit pushes it back to the bowler again.",,,123,True,,,17.3,1,2019-07-02 10:46:11
3852,Rohit Sharma,57952,Mosaddek Hossain,"Down the leg side, Rohit sweeps it through backward square leg for a brace.",,,122,True,,,17.2,2,2019-07-02 10:45:49
3852,Rohit Sharma,57952,Mosaddek Hossain,"This is flatter and on middle, Rohit pushes it back to the bowler.",,,121,True,,,17.1,0,2019-07-02 10:45:32
3852,Rohit Sharma,3782,Shakib Al Hasan,"On the bounce! This is floated up on off, Rohit looks to sweep but it goes off the top edge, well short of the deep mid-wicket fielder for one.",,,118,True,,,16.6,1,2019-07-02 10:40:18
3852,Rohit Sharma,3782,Shakib Al Hasan,"On off, this is blocked.",,,117,True,,,16.5,0,2019-07-02 10:40:02
60122,KL Rahul,3782,Shakib Al Hasan,"Floats it up on off, Rahul strokes it through covers for one.",,,116,True,,,16.4,1,2019-07-02 10:39:51
60122,KL Rahul,3782,Shakib Al Hasan,Defended off the front foot by the batsman presenting the full face of the bat.,,,115,True,,,16.3,0,2019-07-02 10:39:29
60122,KL Rahul,3782,Shakib Al Hasan,"Excellent stop! Shorter and outside off, Rahul plays it late, he cuts it towards point where the fielder dives to his left and saves a boundary.",,,114,True,,,16.2,0,2019-07-02 10:39:13
60122,KL Rahul,3782,Shakib Al Hasan,"An appeal but not sure why? This is outside off, Rahul shuffles right across and looks to sweep but gets an inside edge onto the pads.",,,113,True,,,16.1,0,2019-07-02 10:38:54
3852,Rohit Sharma,1948,Mashrafe Mortaza,"A dot to end! So back-to-back good overs for India. Bangladesh fail to continue the little pressure that was building. Fuller and on off, this is hit to covers.",,,112,True,,,15.6,0,2019-07-02 10:37:42
60122,KL Rahul,1948,Mashrafe Mortaza,"Three now! Rahul backs away, looking to hit it on the off side. Mash follows him. Rahul adjusts and works it through wide mid on and takes three.",,,111,True,,,15.5,3,2019-07-02 10:36:59
60122,KL Rahul,1948,Mashrafe Mortaza,"SIX! That has been powered! Slightly shorter and around off, Rahul goes back and pulls it away over the wide long on fence. Second six in the last two overs.",,,110,True,1,,15.4,6,2019-07-02 10:36:28
60122,KL Rahul,1948,Mashrafe Mortaza,"Good length again and on off, Rahul pushes it to covers.",,,109,True,,,15.3,0,2019-07-02 10:35:34
60122,KL Rahul,1948,Mashrafe Mortaza,"On the off pole, the batter defends it out.",,,108,True,,,15.2,0,2019-07-02 10:35:07
3852,Rohit Sharma,1948,Mashrafe Mortaza,"This is on the pads, it is worked towards backward square leg for one.",,,107,True,,,15.1,1,2019-07-02 10:34:21
3852,Rohit Sharma,3782,Shakib Al Hasan,"Floated up on off, this is hit through covers for one. An expensive over by Shakib. 9 from it.",,,106,True,,,14.6,1,2019-07-02 10:33:12
60122,KL Rahul,3782,Shakib Al Hasan,"Flatter and outside off, Rahul now pushes it through covers for one.",,,105,True,,,14.5,1,2019-07-02 10:32:47
3852,Rohit Sharma,3782,Shakib Al Hasan,Fifty for Rohit Sharma. His excellent World Cup continues and he has a chance to score another big century here. He gets there by slapping this through covers for one.,,,104,True,,,14.4,1,2019-07-02 10:32:09
3852,Rohit Sharma,3782,Shakib Al Hasan,Defended off the front foot by the batsman presenting the full face of the bat.,,,103,True,,,14.3,0,2019-07-02 10:31:50
3852,Rohit Sharma,3782,Shakib Al Hasan,"SIX! Shorter boundary but it would not have mattered! This is short and on middle, Rohit has enough time to go back and pull it high and handsome over the mid-wicket fence.",,,102,True,1,,14.2,6,2019-07-02 10:31:26
3852,Rohit Sharma,3782,Shakib Al Hasan,"Well bowled again! This is slower and it lands on off, it pitches and turns away again. Rohit does well to bail out of his shot after looking at the turn.",,,101,True,,,14.1,0,2019-07-02 10:30:54
60122,KL Rahul,1948,Mashrafe Mortaza,"Another dot! Back of a length on off, this is pushed to covers.",,,100,True,,,13.6,0,2019-07-02 10:29:58
3852,Rohit Sharma,1948,Mashrafe Mortaza,"This lands around off, it pitches and comes back in a little. Rohit guides it late towards point and gets to the other end. Mash has started to get his lines right here. He is attacking the stumps and also bowling it away from the hitting zone of the batter.",,,99,True,,,13.5,1,2019-07-02 10:29:23
3852,Rohit Sharma,1948,Mashrafe Mortaza,"Another back of a length delivery, Rohit pushes it through covers, it is away from the sweeper for two.",,,98,True,,,13.4,2,2019-07-02 10:28:42
60122,KL Rahul,1948,Mashrafe Mortaza,"Back of a length on off, Rahul pushes it through covers and gets to the other end.",,,97,True,,,13.3,1,2019-07-02 10:27:45
60122,KL Rahul,1948,Mashrafe Mortaza,"This is on the pads, Rahul looks to flick but misses to get hit on the pads.",,,96,True,,,13.2,0,2019-07-02 10:27:07
60122,KL Rahul,1948,Mashrafe Mortaza,"This is on middle, Rahul works it to mid-wicket.",,,95,True,,,13.1,0,2019-07-02 10:26:41
3852,Rohit Sharma,3782,Shakib Al Hasan,"This is flatter and on middle, it is worked to mid-wicket.",,,94,True,,,12.6,0,2019-07-02 10:25:34
3852,Rohit Sharma,3782,Shakib Al Hasan,Played to the point region by the batsman.,,,93,True,,,12.5,0,2019-07-02 10:25:20
3852,Rohit Sharma,3782,Shakib Al Hasan,"Risky shot! This is angled into the off pole, Rohit goes back and tries to cut but it goes off the outside edge to backward point.",,,92,True,,,12.4,0,2019-07-02 10:25:07
3852,Rohit Sharma,3782,Shakib Al Hasan,"Another tossed up ball on off, Rohit blocks it out.",,,91,True,,,12.3,0,2019-07-02 10:24:41
60122,KL Rahul,3782,Shakib Al Hasan,"Shorter and on off, this is pushed down to long off for one.",,,90,True,,,12.2,1,2019-07-02 10:24:14
60122,KL Rahul,3782,Shakib Al Hasan,"Floated up on off, this is hit to covers.",,,89,True,,,12.1,0,2019-07-02 10:24:01
60122,KL Rahul,1948,Mashrafe Mortaza,"This is on the pads, it is worked through mid-wicket for one. A better over from Mash, just the two from it.",,,88,True,,,11.6,1,2019-07-02 10:23:03
60122,KL Rahul,1948,Mashrafe Mortaza,"Fuller and on off, Rahul strokes it to mid off. Just the single from the over.",,,87,True,,,11.5,0,2019-07-02 10:22:28
60122,KL Rahul,1948,Mashrafe Mortaza,"Back of a length again and on off, Rahul pushes it to mid off.",,,86,True,,,11.4,0,2019-07-02 10:21:54
60122,KL Rahul,1948,Mashrafe Mortaza,"On the stumps, this is pushed back to the bowler.",,,85,True,,,11.3,0,2019-07-02 10:21:25
60122,KL Rahul,1948,Mashrafe Mortaza,"Well bowled! Goes wide of the crease and bowls it on off, this one skids through. Rahul gets his bat in time and keeps it out.",,,84,True,,,11.2,0,2019-07-02 10:20:53
3852,Rohit Sharma,1948,Mashrafe Mortaza,"Fuller and on off, this is driven through covers for one.",,,83,True,,,11.1,1,2019-07-02 10:20:13
60122,KL Rahul,3782,Shakib Al Hasan,"Flighted on off, Rahul strokes it to covers. A very good over by Shakib. He got the ball to turn and bounce. Bangladesh will already be regretting why they did not take another spinner.",,,82,True,,,10.6,0,2019-07-02 10:19:07
60122,KL Rahul,3782,Shakib Al Hasan,WIDE! Down the leg side and it has been wided.,wd,,81,True,,,10.6,1,2019-07-02 10:18:56
3852,Rohit Sharma,3782,Shakib Al Hasan,Punched off the back foot by the batsman. The batsmen have run through for a single.,,,80,True,,,10.5,1,2019-07-02 10:18:25
3852,Rohit Sharma,3782,Shakib Al Hasan,"Another loopy ball on off, Sharma strokes it to covers.",,,79,True,,,10.4,0,2019-07-02 10:18:12
3852,Rohit Sharma,3782,Shakib Al Hasan,"BEATEN! Extra bounce now! Slower and just outside off, Rohit looks to throw his bat at it but is beaten by the extra bounce.",,,78,True,,,10.3,0,2019-07-02 10:17:51
3852,Rohit Sharma,3782,Shakib Al Hasan,"Slightly shorter this time and it is flatter outside off, Rohit cuts it but finds point.",,,77,True,,,10.2,0,2019-07-02 10:17:32
3852,Rohit Sharma,3782,Shakib Al Hasan,"Slight turn there! Good delivery to begin! This floated up on off, it pitches and straightens. Rohit looks to defend but ends up playing inside the line.",,,76,True,,,10.1,0,2019-07-02 10:17:16
60122,KL Rahul,1948,Mashrafe Mortaza,"A crisp drive! Fuller and on off, Rahul drives it to the man at covers. A dot to end the 10th. India's Powerplay 1 by a big margin, they are 69 for 0.",,,74,True,,,9.6,0,2019-07-02 10:15:45
3852,Rohit Sharma,1948,Mashrafe Mortaza,"Bowls it on the leg side now, Rohit works it through square leg and takes one. Sensible batting.",,,73,True,,,9.5,1,2019-07-02 10:15:16
3852,Rohit Sharma,1948,Mashrafe Mortaza,"FOUR! Room on offer with third man up, it is not a good idea. Short and outside off, Rohit waits for the ball to come to him and then guides it past backward point for a boundary. Easy pickings for Rohit.",,,72,True,1,,9.4,4,2019-07-02 10:14:36
60122,KL Rahul,1948,Mashrafe Mortaza,"This is on middle, this is worked towards mid-wicket for one.",,,71,True,,,9.3,1,2019-07-02 10:13:49
60122,KL Rahul,1948,Mashrafe Mortaza,"Good length and on off, it is kept out.",,,70,True,,,9.2,0,2019-07-02 10:13:21
60122,KL Rahul,1948,Mashrafe Mortaza,"FOUR! Welcome back in the attack, Mashrafe. Another cracking shot. Rahul takes a few steps ahead, he still does not get to the pitch of the ball. Rahul strokes it on the up through mid off for a boundary.",,,68,True,1,,9.1,4,2019-07-02 10:12:10
60122,KL Rahul,63881,Mustafizur Rahman,"Well bowled and nicely played! On a good length around off, this straightens after pitching. Rahul opens the face of the bat and guides it down to third man for one. Another productive over for India.",,,66,True,,,8.6,1,2019-07-02 10:11:09
3852,Rohit Sharma,63881,Mustafizur Rahman,"A single now! Shorter and on middle, Rohit hops and works it towards square leg for one.",,,65,True,,,8.5,1,2019-07-02 10:10:10
3852,Rohit Sharma,63881,Mustafizur Rahman,"Another delivery angled into the batter, Rohit works it towards mid-wicket.",,,64,True,,,8.4,0,2019-07-02 10:09:34
3852,Rohit Sharma,63881,Mustafizur Rahman,"Goes around the wicket and cramps the batsman for room by bowling it closer to the body, Rohit works it towards mid-wicket.",,,63,True,,,8.3,0,2019-07-02 10:09:05
3852,Rohit Sharma,63881,Mustafizur Rahman,"FOUR! Makes full use of the Free Hit! It is a freebie actually. It is full and outside off, Rohit just carves it over the in-field and then it races to the point boundary. Once again consecutive boundaries for India. They are off to a flier here.",,,62,True,1,,8.2,4,2019-07-02 10:08:16
3852,Rohit Sharma,63881,Mustafizur Rahman,"FOUR! Lovely, just lovely! It is raining boundaries here. This is full and around off, going away with the angle. Rohit just puts bat to ball, guides it through the left of mid off and the ball races to the fence. Also, the bowler has overstepped so it is a no ball. Free Hit coming up. 50 up for India, that too in quick time.",nb,,61,True,1,,8.2,5,2019-07-02 10:06:58
60122,KL Rahul,63881,Mustafizur Rahman,"Fuller and on middle, once again it is on the straighter side, this is flicked through mid-wicket for one.",,,60,True,,,8.1,1,2019-07-02 10:06:15
60122,KL Rahul,64151,Mohammad Saifuddin,"A single to end another good over for India. Full and on the pads, this is flicked through square leg for one.",,,59,True,,,7.6,1,2019-07-02 10:05:00
60122,KL Rahul,64151,Mohammad Saifuddin,"Could have easily been three in a row! This is short and on middle, Rahul is into the pull shot a touch early, it goes off the bottom edge towards the leg side.",,,58,True,,,7.5,0,2019-07-02 10:04:30
60122,KL Rahul,64151,Mohammad Saifuddin,"FOUR! This shot had class written all over it. This is slightly fuller around off, Rahul leans into it and caresses it through extra cover. Back-to-back boundaries.",,,57,True,1,,7.4,4,2019-07-02 10:03:45
60122,KL Rahul,64151,Mohammad Saifuddin,"FOUR! Poor ball and put away! This is down the leg side, Rahul just needed to get bat on ball, he does so and it races to the fine leg fence.",,,56,True,1,,7.3,4,2019-07-02 10:03:01
3852,Rohit Sharma,64151,Mohammad Saifuddin,"This time he bowls it outside off, Rohit guides it down to third man and gets to the other end.",,,55,True,,,7.2,1,2019-07-02 10:02:30
60122,KL Rahul,64151,Mohammad Saifuddin,"A little too straight, Rahul works it through mid-wicket and takes a run.",,,54,True,,,7.1,1,2019-07-02 10:02:08
3852,Rohit Sharma,63881,Mustafizur Rahman,"Lands it on a length close to off, Rohit turns his wrists slightly and pushes it to mid on. 6 from this over, it's been a good positive start from India.",,,53,True,,,6.6,0,2019-07-02 10:00:44
60122,KL Rahul,63881,Mustafizur Rahman,"The line is too straight, KL eases it to the left of the mid-wicket fielder and pinches a run.",,,52,True,,,6.5,1,2019-07-02 10:00:11
60122,KL Rahul,63881,Mustafizur Rahman,Presses forward to a full ball and presents the full face of his bat in defense.,,,51,True,,,6.4,0,2019-07-02 09:59:36
3852,Rohit Sharma,63881,Mustafizur Rahman,Works it in the gap on the leg side and picks up a single towards mid-wicket.,,,50,True,,,6.3,1,2019-07-02 09:58:50
3852,Rohit Sharma,63881,Mustafizur Rahman,"Back of a length ball on off, blocked back from the crease.",,,49,True,,,6.2,0,2019-07-02 09:58:13
3852,Rohit Sharma,63881,Mustafizur Rahman,"FOUR! Outside off, on a length, Sharma slashes hard and gets a thick outside edge which flies past the slip cordon and beats third man!",,,48,True,1,,6.1,4,2019-07-02 09:57:45
60122,KL Rahul,64151,Mohammad Saifuddin,"Full and outside off, swinging in, driven sweetly but straight to cover.",,,47,True,,,5.6,0,2019-07-02 09:56:41
60122,KL Rahul,64151,Mohammad Saifuddin,"Full and on the pads, clipped through mid-wicket for an easy couple.",,,46,True,,,5.5,2,2019-07-02 09:55:53
3852,Rohit Sharma,64151,Mohammad Saifuddin,The batsman has flicked the ball off his pads. One run added to the total.,,,45,True,,,5.4,1,2019-07-02 09:55:06
3852,Rohit Sharma,64151,Mohammad Saifuddin,"SIX! Massive hit! A length ball outside off, Rohit comes down the track and sends it sailing over the covers!",,,44,True,1,,5.3,6,2019-07-02 09:54:33
3852,Rohit Sharma,64151,Mohammad Saifuddin,"Full on middle, pushed towards mid on.",,,43,True,,,5.2,0,2019-07-02 09:54:02
3852,Rohit Sharma,64151,Mohammad Saifuddin,"Full and outside off, Rohit looks to push but misses. That stayed low as well.",,,42,True,,,5.1,0,2019-07-02 09:53:24
3852,Rohit Sharma,63881,Mustafizur Rahman,The batsman flicks it away with a wristy shot. They pick up a single.,,,41,True,,,4.6,1,2019-07-02 09:52:27
60122,KL Rahul,63881,Mustafizur Rahman,"Down the leg side, Rahul misses his flick and is hit on the pads. A leg bye taken.",lb,,40,True,,,4.5,1,2019-07-02 09:52:05
3852,Rohit Sharma,63881,Mustafizur Rahman,"DROPPED! Goodness me, Bangladesh have given a life to Rohit Sharma! Back of a length ball on off, Sharma sits back to pull and plays it aerially down to deep mid-wicket. Tamim, present there, puts down a dolly. A single taken.",,,39,True,,,4.4,1,2019-07-02 09:51:19
3852,Rohit Sharma,63881,Mustafizur Rahman,"Full and outside off, driven a tad uppishly but lands well short of cover.",,,38,True,,,4.3,0,2019-07-02 09:50:21
3852,Rohit Sharma,63881,Mustafizur Rahman,The batsman defends it from within the crease.,,,37,True,,,4.2,0,2019-07-02 09:49:51
3852,Rohit Sharma,63881,Mustafizur Rahman,"Full and outside off, driven towards cover.",,,36,True,,,4.1,0,2019-07-02 09:49:18
60122,KL Rahul,64151,Mohammad Saifuddin,"Outside off, coming back in, Rahul looks to tuck it to the leg side but gets a thick inside edge onto his pads. Saifuddin appeals for LBW but the umpire is not interested.",,,35,True,,,3.6,0,2019-07-02 09:48:16
60122,KL Rahul,64151,Mohammad Saifuddin,"FOUR! Misfield from Shakib and Saifuddin is not happy. Full and on middle, Rahul flicks it through mid-wicket. Shakib Al Hasan gives it a good chase from deep mid-wicket, dives to his left but goes over the ball.",,,34,True,1,,3.5,4,2019-07-02 09:47:44
60122,KL Rahul,64151,Mohammad Saifuddin,"Full and outside off, punched straight to cover.",,,33,True,,,3.4,0,2019-07-02 09:47:03
60122,KL Rahul,64151,Mohammad Saifuddin,"A length ball again, outside off, this time KL walks down the track and pushes it down the ground.",,,32,True,,,3.3,0,2019-07-02 09:46:28
60122,KL Rahul,64151,Mohammad Saifuddin,"That stayed low! Outside off, on a length, Rahul looked to defend but the ball stayed low and beat the outside edge.",,,31,True,,,3.2,0,2019-07-02 09:45:49
60122,KL Rahul,64151,Mohammad Saifuddin,"Full and outside off, Rahul watchfully takes his bat away.",,,30,True,,,3.1,0,2019-07-02 09:45:15
60122,KL Rahul,63881,Mustafizur Rahman,"Outside off, Rahul watchfully plays it behind point for a run.",,,29,True,,,2.6,1,2019-07-02 09:44:15
3852,Rohit Sharma,63881,Mustafizur Rahman,"A fractionally short ball, around middle, Rohit looks to help it fine but the extra bounce surprises him. It goes uppishly but lands wide of short fine leg. A single taken.",,,28,True,,,2.5,1,2019-07-02 09:43:29
3852,Rohit Sharma,63881,Mustafizur Rahman,"A length ball just around off, pushed back to the bowler.",,,27,True,,,2.4,0,2019-07-02 09:42:51
3852,Rohit Sharma,63881,Mustafizur Rahman,"On a length outside off, angling away, Rohit lets it go.",,,26,True,,,2.3,0,2019-07-02 09:42:24
3852,Rohit Sharma,63881,Mustafizur Rahman,"Around off, solidly defended.",,,25,True,,,2.2,0,2019-07-02 09:41:53
60122,KL Rahul,63881,Mustafizur Rahman,"Outside off, played behind point for a single.",,,24,True,,,2.1,1,2019-07-02 09:41:10
60122,KL Rahul,64151,Mohammad Saifuddin,"Full on middle, flicked through mid-wicket for a run.",,,22,True,,,1.6,1,2019-07-02 09:39:54
60122,KL Rahul,64151,Mohammad Saifuddin,Defended off the back foot by the batsman.,,,21,True,,,1.5,0,2019-07-02 09:39:14
60122,KL Rahul,64151,Mohammad Saifuddin,"Full and outside off, driven straight to mid off.",,,20,True,,,1.4,0,2019-07-02 09:38:44
60122,KL Rahul,64151,Mohammad Saifuddin,"Outside off, left alone.",,,19,True,,,1.3,0,2019-07-02 09:38:12
60122,KL Rahul,64151,Mohammad Saifuddin,"Around off, defended watchfully.",,,18,True,,,1.2,0,2019-07-02 09:37:40
